Batter,Opponent,runs,balls_faced,innings,strike_rate
S Chanderpaul,Mumbai Indians,16,11,1,145.45
S Chanderpaul,Rajasthan Royals,2,9,1,22.22
S Dhawan,Chennai Super Kings,1053,798,29,131.95
S Dhawan,Deccan Chargers,118,112,5,105.36
S Dhawan,Delhi Capitals,56,47,5,119.15
S Dhawan,Delhi Daredevils,522,366,15,142.62
S Dhawan,Gujarat Lions,127,105,5,120.95
S Dhawan,Gujarat Titans,106,93,4,113.98
S Dhawan,Kings XI Punjab,725,546,24,132.78
S Dhawan,Kochi Tuskers Kerala,4,9,1,44.44
S Dhawan,Kolkata Knight Riders,901,763,31,118.09
S Dhawan,Lucknow Super Giants,76,67,3,113.43
S Dhawan,Mumbai Indians,899,700,28,128.43
S Dhawan,Pune Warriors,81,71,4,114.08
S Dhawan,Punjab Kings,161,96,2,167.71
S Dhawan,Rajasthan Royals,677,520,24,130.19
S Dhawan,Rising Pune Supergiants,138,121,4,114.05
S Dhawan,Royal Challengers Bengaluru,718,581,25,123.58
S Dhawan,Sunrisers Hyderabad,374,309,12,121.04
S Dube,Chennai Super Kings,105,81,4,129.63
S Dube,Delhi Capitals,188,127,10,148.03
S Dube,Gujarat Titans,229,139,10,164.75
S Dube,Kings XI Punjab,35,31,2,112.9
S Dube,Kolkata Knight Riders,258,198,9,130.3
S Dube,Lucknow Super Giants,229,140,7,163.57
S Dube,Mumbai Indians,283,212,13,133.49
S Dube,Punjab Kings,207,130,9,159.23
S Dube,Rajasthan Royals,141,99,6,142.42
S Dube,Royal Challengers Bengaluru,273,178,8,153.37
S Dube,Sunrisers Hyderabad,166,125,9,132.8
S Gopal,Chennai Super Kings,27,20,3,135.0
S Gopal,Delhi Capitals,29,32,4,90.62
S Gopal,Delhi Daredevils,11,10,1,110.0
S Gopal,Kings XI Punjab,25,18,3,138.89
S Gopal,Kolkata Knight Riders,46,40,4,115.0
S Gopal,Mumbai Indians,14,10,3,140.0
S Gopal,Rajasthan Royals,1,1,1,100.0
S Gopal,Rising Pune Supergiants,2,16,1,12.5
S Gopal,Royal Challengers Bengaluru,7,4,1,175.0
S Gopal,Sunrisers Hyderabad,18,18,1,100.0
S Kaul,Chennai Super Kings,7,9,1,77.78
S Kaul,Kolkata Knight Riders,7,5,1,140.0
S Kaul,Mumbai Indians,3,17,4,17.65
S Kaul,Rajasthan Royals,2,2,1,100.0
S Kaul,Rising Pune Supergiants,0,2,1,0.0
S Kaul,Royal Challengers Bengaluru,1,1,1,100.0
S Kaushik,Royal Challengers Bengaluru,0,1,1,0.0
S Ladda,Deccan Chargers,0,1,1,0.0
S Ladda,Mumbai Indians,0,8,1,0.0
S Lamichhane,Kings XI Punjab,0,1,1,0.0
S Nadeem,Chennai Super Kings,10,20,3,50.0
S Nadeem,Delhi Capitals,2,3,1,66.67
S Nadeem,Kings XI Punjab,3,8,2,37.5
S Nadeem,Kolkata Knight Riders,10,18,3,55.56
S Nadeem,Mumbai Indians,3,9,3,33.33
S Nadeem,Pune Warriors,6,5,1,120.0
S Nadeem,Rajasthan Royals,1,4,1,25.0
S Nadeem,Royal Challengers Bengaluru,4,16,4,25.0
S Nadeem,Sunrisers Hyderabad,0,4,2,0.0
S Narwal,Chennai Super Kings,2,2,1,100.0
S Narwal,Delhi Daredevils,35,24,2,145.83
S Narwal,Royal Challengers Bengaluru,0,1,1,0.0
S Rana,Chennai Super Kings,6,8,2,75.0
S Rana,Delhi Daredevils,15,14,1,107.14
S Rana,Kings XI Punjab,18,16,1,112.5
S Rana,Kolkata Knight Riders,33,26,2,126.92
S Rana,Rajasthan Royals,3,8,1,37.5
S Rana,Sunrisers Hyderabad,12,7,1,171.43
S Randiv,Mumbai Indians,2,4,1,50.0
S Sohal,Chennai Super Kings,61,41,3,148.78
S Sohal,Deccan Chargers,39,29,2,134.48
S Sohal,Delhi Daredevils,65,53,2,122.64
S Sohal,Kings XI Punjab,7,5,1,140.0
S Sohal,Kochi Tuskers Kerala,1,4,1,25.0
S Sohal,Kolkata Knight Riders,51,37,2,137.84
S Sohal,Mumbai Indians,68,50,4,136.0
S Sohal,Pune Warriors,34,29,2,117.24
S Sohal,Rajasthan Royals,4,5,2,80.0
S Sohal,Royal Challengers Bengaluru,38,36,1,105.56
S Sreesanth,Chennai Super Kings,0,2,1,0.0
S Sreesanth,Deccan Chargers,12,6,2,200.0
S Sreesanth,Delhi Daredevils,15,16,2,93.75
S Sreesanth,Kolkata Knight Riders,1,2,1,50.0
S Sreesanth,Mumbai Indians,1,11,2,9.09
S Sreesanth,Pune Warriors,1,6,1,16.67
S Sreesanth,Rajasthan Royals,4,10,2,40.0
S Sreesanth,Royal Challengers Bengaluru,0,2,1,0.0
S Sriram,Kings XI Punjab,4,7,1,57.14
S Sriram,Kolkata Knight Riders,27,29,1,93.1
S Tyagi,Deccan Chargers,3,4,1,75.0
S Vidyut,Delhi Daredevils,94,60,2,156.67
S Vidyut,Kings XI Punjab,14,11,2,127.27
S Vidyut,Mumbai Indians,16,11,1,145.45
S Vidyut,Rajasthan Royals,21,24,2,87.5
S Vidyut,Royal Challengers Bengaluru,0,3,1,0.0
SA Abbott,Delhi Capitals,7,5,1,140.0
SA Abbott,Kolkata Knight Riders,1,4,1,25.0
SA Abbott,Sunrisers Hyderabad,14,9,1,155.56
SA Asnodkar,Chennai Super Kings,137,108,5,126.85
SA Asnodkar,Deccan Chargers,44,40,2,110.0
SA Asnodkar,Delhi Daredevils,55,33,3,166.67
SA Asnodkar,Kings XI Punjab,12,13,2,92.31
SA Asnodkar,Kolkata Knight Riders,69,43,3,160.47
SA Asnodkar,Mumbai Indians,56,54,2,103.7
SA Asnodkar,Royal Challengers Bengaluru,50,46,2,108.7
SA Yadav,Chennai Super Kings,494,390,19,126.67
SA Yadav,Delhi Capitals,410,298,14,137.58
SA Yadav,Delhi Daredevils,126,81,7,155.56
SA Yadav,Gujarat Lions,22,27,3,81.48
SA Yadav,Gujarat Titans,331,192,8,172.4
SA Yadav,Kings XI Punjab,228,154,12,148.05
SA Yadav,Kolkata Knight Riders,505,327,15,154.43
SA Yadav,Lucknow Super Giants,227,150,9,151.33
SA Yadav,Mumbai Indians,143,88,7,162.5
SA Yadav,Pune Warriors,0,4,1,0.0
SA Yadav,Punjab Kings,378,233,9,162.23
SA Yadav,Rajasthan Royals,574,391,17,146.8
SA Yadav,Rising Pune Supergiants,90,65,2,138.46
SA Yadav,Royal Challengers Bengaluru,529,345,21,153.33
SA Yadav,Sunrisers Hyderabad,505,327,20,154.43
SB Bangar,Delhi Daredevils,8,14,1,57.14
SB Bangar,Kings XI Punjab,3,8,1,37.5
SB Bangar,Kolkata Knight Riders,16,14,2,114.29
SB Bangar,Rajasthan Royals,5,15,2,33.33
SB Bangar,Royal Challengers Bengaluru,17,7,1,242.86
SB Dubey,Chennai Super Kings,0,1,1,0.0
SB Dubey,Delhi Capitals,36,27,3,133.33
SB Dubey,Gujarat Titans,16,17,2,94.12
SB Dubey,Kolkata Knight Riders,34,26,2,130.77
SB Dubey,Lucknow Super Giants,22,14,2,157.14
SB Dubey,Mumbai Indians,28,21,3,133.33
SB Dubey,Punjab Kings,38,19,2,200.0
SB Dubey,Royal Challengers Bengaluru,12,7,1,171.43
SB Dubey,Sunrisers Hyderabad,33,10,1,330.0
SB Jakati,Delhi Daredevils,14,10,2,140.0
SB Jakati,Mumbai Indians,6,10,1,60.0
SB Jakati,Royal Challengers Bengaluru,8,9,2,88.89
SB Joshi,Kolkata Knight Riders,3,6,1,50.0
SB Joshi,Rajasthan Royals,3,8,1,37.5
SB Styris,Chennai Super Kings,56,61,2,91.8
SB Styris,Delhi Daredevils,29,28,1,103.57
SB Styris,Kings XI Punjab,1,2,1,50.0
SB Styris,Kolkata Knight Riders,16,19,3,84.21
SB Styris,Rajasthan Royals,13,11,1,118.18
SB Styris,Royal Challengers Bengaluru,16,11,2,145.45
SB Wagh,Mumbai Indians,2,3,2,66.67
SC Ganguly,Chennai Super Kings,79,115,7,68.7
SC Ganguly,Deccan Chargers,327,292,10,111.99
SC Ganguly,Delhi Daredevils,154,142,6,108.45
SC Ganguly,Kings XI Punjab,235,174,7,135.06
SC Ganguly,Kolkata Knight Riders,59,65,3,90.77
SC Ganguly,Mumbai Indians,145,153,8,94.77
SC Ganguly,Rajasthan Royals,247,206,8,119.9
SC Ganguly,Royal Challengers Bengaluru,97,110,7,88.18
SD Chitnis,Chennai Super Kings,11,12,1,91.67
SD Chitnis,Deccan Chargers,17,18,2,94.44
SD Chitnis,Delhi Daredevils,41,36,2,113.89
SD Chitnis,Kings XI Punjab,9,5,1,180.0
SD Chitnis,Mumbai Indians,6,8,1,75.0
SD Chitnis,Pune Warriors,9,9,1,100.0
SD Hope,Gujarat Titans,24,16,2,150.0
SD Hope,Kolkata Knight Riders,6,3,1,200.0
SD Hope,Lucknow Super Giants,49,37,2,132.43
SD Hope,Mumbai Indians,41,17,1,241.18
SD Hope,Punjab Kings,33,25,1,132.0
SD Hope,Rajasthan Royals,1,1,1,100.0
SD Hope,Royal Challengers Bengaluru,29,23,1,126.09
SD Lad,Kings XI Punjab,15,13,1,115.38
SE Bond,Chennai Super Kings,1,2,1,50.0
SE Marsh,Chennai Super Kings,296,209,7,141.63
SE Marsh,Deccan Chargers,190,144,6,131.94
SE Marsh,Delhi Daredevils,215,157,7,136.94
SE Marsh,Gujarat Lions,89,70,3,127.14
SE Marsh,Kochi Tuskers Kerala,42,30,1,140.0
SE Marsh,Kolkata Knight Riders,186,157,7,118.47
SE Marsh,Mumbai Indians,520,396,12,131.31
SE Marsh,Pune Warriors,97,85,3,114.12
SE Marsh,Rajasthan Royals,415,286,7,145.1
SE Marsh,Rising Pune Supergiants,14,19,2,73.68
SE Marsh,Royal Challengers Bengaluru,266,206,10,129.13
SE Marsh,Sunrisers Hyderabad,143,107,4,133.64
SE Rutherford,Chennai Super Kings,12,21,4,57.14
SE Rutherford,Delhi Capitals,47,40,2,117.5
SE Rutherford,Gujarat Titans,1,2,1,50.0
SE Rutherford,Kings XI Punjab,2,2,1,100.0
SE Rutherford,Kolkata Knight Riders,28,40,1,70.0
SE Rutherford,Lucknow Super Giants,60,41,2,146.34
SE Rutherford,Mumbai Indians,70,41,3,170.73
SE Rutherford,Punjab Kings,67,54,3,124.07
SE Rutherford,Rajasthan Royals,59,32,5,184.38
SE Rutherford,Royal Challengers Bengaluru,129,61,3,211.48
SE Rutherford,Sunrisers Hyderabad,44,28,2,157.14
SH Johnson,Chennai Super Kings,5,5,1,100.0
SH Johnson,Delhi Capitals,1,1,1,100.0
SH Johnson,Gujarat Titans,0,1,1,0.0
SH Johnson,Lucknow Super Giants,0,1,1,0.0
SH Johnson,Mumbai Indians,1,3,1,33.33
SH Johnson,Royal Challengers Bengaluru,1,1,1,100.0
SJ Srivastava,Mumbai Indians,4,3,2,133.33
SJ Srivastava,Pune Warriors,1,1,1,100.0
SJ Srivastava,Rajasthan Royals,0,1,1,0.0
SK Raina,Deccan Chargers,310,222,10,139.64
SK Raina,Delhi Capitals,154,102,4,150.98
SK Raina,Delhi Daredevils,507,388,22,130.67
SK Raina,Kings XI Punjab,817,537,23,152.14
SK Raina,Kochi Tuskers Kerala,69,53,2,130.19
SK Raina,Kolkata Knight Riders,829,606,23,136.8
SK Raina,Mumbai Indians,820,586,34,139.93
SK Raina,Pune Warriors,126,109,6,115.6
SK Raina,Punjab Kings,8,9,1,88.89
SK Raina,Rajasthan Royals,629,466,23,134.98
SK Raina,Rising Pune Supergiants,101,82,4,123.17
SK Raina,Royal Challengers Bengaluru,692,540,29,128.15
SK Raina,Sunrisers Hyderabad,451,325,19,138.77
SK Rasheed,Lucknow Super Giants,27,19,1,142.11
SK Rasheed,Mumbai Indians,19,20,1,95.0
SK Rasheed,Punjab Kings,11,12,1,91.67
SK Rasheed,Royal Challengers Bengaluru,14,11,1,127.27
SK Rasheed,Sunrisers Hyderabad,0,1,1,0.0
SK Trivedi,Chennai Super Kings,2,3,1,66.67
SK Trivedi,Deccan Chargers,10,11,2,90.91
SK Trivedi,Delhi Daredevils,17,23,4,73.91
SK Trivedi,Kolkata Knight Riders,4,4,2,100.0
SK Trivedi,Mumbai Indians,6,9,2,66.67
SK Trivedi,Royal Challengers Bengaluru,3,7,2,42.86
SK Trivedi,Sunrisers Hyderabad,0,1,1,0.0
SK Warne,Chennai Super Kings,33,31,4,106.45
SK Warne,Deccan Chargers,43,30,4,143.33
SK Warne,Delhi Daredevils,31,32,6,96.88
SK Warne,Kings XI Punjab,39,36,2,108.33
SK Warne,Kochi Tuskers Kerala,2,9,1,22.22
SK Warne,Kolkata Knight Riders,34,51,6,66.67
SK Warne,Mumbai Indians,8,8,2,100.0
SK Warne,Royal Challengers Bengaluru,7,16,2,43.75
SL Malinga,Chennai Super Kings,18,22,5,81.82
SL Malinga,Delhi Daredevils,17,23,2,73.91
SL Malinga,Gujarat Lions,0,1,1,0.0
SL Malinga,Kings XI Punjab,1,1,1,100.0
SL Malinga,Kolkata Knight Riders,8,6,1,133.33
SL Malinga,Pune Warriors,19,17,2,111.76
SL Malinga,Rajasthan Royals,9,17,4,52.94
SL Malinga,Rising Pune Supergiants,7,2,1,350.0
SL Malinga,Royal Challengers Bengaluru,9,10,3,90.0
SM Curran,Chennai Super Kings,64,57,5,112.28
SM Curran,Delhi Capitals,149,110,8,135.45
SM Curran,Gujarat Titans,47,49,3,95.92
SM Curran,Kolkata Knight Riders,119,79,6,150.63
SM Curran,Lucknow Super Giants,23,17,3,135.29
SM Curran,Mumbai Indians,142,100,6,142.0
SM Curran,Punjab Kings,91,50,2,182.0
SM Curran,Rajasthan Royals,171,121,7,141.32
SM Curran,Royal Challengers Bengaluru,69,67,7,102.99
SM Curran,Sunrisers Hyderabad,111,75,6,148.0
SM Harwood,Chennai Super Kings,5,6,1,83.33
SM Harwood,Deccan Chargers,3,7,1,42.86
SM Katich,Chennai Super Kings,79,55,3,143.64
SM Katich,Deccan Chargers,20,21,2,95.24
SM Katich,Delhi Daredevils,94,61,2,154.1
SM Katich,Kolkata Knight Riders,34,28,1,121.43
SM Katich,Mumbai Indians,0,2,1,0.0
SM Katich,Rajasthan Royals,10,13,1,76.92
SM Katich,Royal Challengers Bengaluru,3,5,1,60.0
SM Pollock,Chennai Super Kings,17,15,1,113.33
SM Pollock,Deccan Chargers,31,31,1,100.0
SM Pollock,Delhi Daredevils,49,30,2,163.33
SM Pollock,Kings XI Punjab,22,22,2,100.0
SM Pollock,Rajasthan Royals,0,1,1,0.0
SM Pollock,Royal Challengers Bengaluru,28,12,1,233.33
SMSM Senanayake,Chennai Super Kings,7,13,1,53.85
SMSM Senanayake,Kings XI Punjab,1,2,1,50.0
SMSM Senanayake,Pune Warriors,2,1,1,200.0
SN Khan,Chennai Super Kings,125,105,6,119.05
SN Khan,Delhi Capitals,51,41,2,124.39
SN Khan,Delhi Daredevils,12,10,2,120.0
SN Khan,Gujarat Titans,30,35,2,85.71
SN Khan,Kings XI Punjab,15,14,3,107.14
SN Khan,Kolkata Knight Riders,42,41,3,102.44
SN Khan,Lucknow Super Giants,40,36,2,111.11
SN Khan,Mumbai Indians,64,47,5,136.17
SN Khan,Punjab Kings,76,41,3,185.37
SN Khan,Rajasthan Royals,116,73,6,158.9
SN Khan,Rising Pune Supergiants,2,1,1,200.0
SN Khan,Royal Challengers Bengaluru,61,38,3,160.53
SN Khan,Sunrisers Hyderabad,101,56,5,180.36
SN Thakur,Chennai Super Kings,36,35,3,102.86
SN Thakur,Delhi Capitals,0,3,2,0.0
SN Thakur,Delhi Daredevils,7,6,1,116.67
SN Thakur,Gujarat Lions,0,1,1,0.0
SN Thakur,Gujarat Titans,5,14,4,35.71
SN Thakur,Kolkata Knight Riders,40,27,3,148.15
SN Thakur,Lucknow Super Giants,4,9,2,44.44
SN Thakur,Mumbai Indians,70,57,8,122.81
SN Thakur,Punjab Kings,31,21,4,147.62
SN Thakur,Rajasthan Royals,29,27,4,107.41
SN Thakur,Royal Challengers Bengaluru,87,42,5,207.14
SN Thakur,Sunrisers Hyderabad,39,20,5,195.0
SO Hetmyer,Chennai Super Kings,140,100,8,140.0
SO Hetmyer,Delhi Capitals,75,41,4,182.93
SO Hetmyer,Gujarat Titans,196,127,9,154.33
SO Hetmyer,Kings XI Punjab,17,19,2,89.47
SO Hetmyer,Kolkata Knight Riders,142,101,11,140.59
SO Hetmyer,Lucknow Super Giants,100,73,5,136.99
SO Hetmyer,Mumbai Indians,105,85,10,123.53
SO Hetmyer,Punjab Kings,187,100,7,187.0
SO Hetmyer,Rajasthan Royals,74,49,3,151.02
SO Hetmyer,Royal Challengers Bengaluru,235,160,13,146.88
SO Hetmyer,Sunrisers Hyderabad,293,189,13,155.03
SP Fleming,Deccan Chargers,28,25,2,112.0
SP Fleming,Delhi Daredevils,53,39,2,135.9
SP Fleming,Kings XI Punjab,1,4,1,25.0
SP Fleming,Kolkata Knight Riders,32,20,1,160.0
SP Fleming,Mumbai Indians,26,29,1,89.66
SP Fleming,Rajasthan Royals,7,6,2,116.67
SP Fleming,Royal Challengers Bengaluru,45,39,1,115.38
SP Goswami,Chennai Super Kings,26,32,3,81.25
SP Goswami,Deccan Chargers,3,3,1,100.0
SP Goswami,Delhi Capitals,0,1,1,0.0
SP Goswami,Delhi Daredevils,92,83,3,110.84
SP Goswami,Kings XI Punjab,10,14,1,71.43
SP Goswami,Kolkata Knight Riders,133,121,5,109.92
SP Goswami,Mumbai Indians,21,31,4,67.74
SP Goswami,Pune Warriors,6,3,1,200.0
SP Goswami,Royal Challengers Bengaluru,1,5,2,20.0
SP Jackson,Chennai Super Kings,3,3,1,100.0
SP Jackson,Delhi Daredevils,12,5,1,240.0
SP Jackson,Mumbai Indians,5,7,1,71.43
SP Jackson,Rajasthan Royals,8,8,1,100.0
SP Jackson,Rising Pune Supergiants,10,9,1,111.11
SP Jackson,Royal Challengers Bengaluru,0,1,1,0.0
SP Jackson,Sunrisers Hyderabad,23,24,2,95.83
SP Narine,Chennai Super Kings,217,140,16,155.0
SP Narine,Delhi Capitals,223,123,11,181.3
SP Narine,Delhi Daredevils,36,21,5,171.43
SP Narine,Gujarat Lions,44,24,2,183.33
SP Narine,Gujarat Titans,22,24,4,91.67
SP Narine,Kings XI Punjab,170,96,10,177.08
SP Narine,Lucknow Super Giants,165,85,7,194.12
SP Narine,Mumbai Indians,51,58,13,87.93
SP Narine,Punjab Kings,90,48,6,187.5
SP Narine,Rajasthan Royals,268,164,14,163.41
SP Narine,Rising Pune Supergiants,16,17,2,94.12
SP Narine,Royal Challengers Bengaluru,331,183,13,180.87
SP Narine,Sunrisers Hyderabad,185,117,19,158.12
SPD Smith,Chennai Super Kings,316,271,12,116.61
SPD Smith,Deccan Chargers,63,38,2,165.79
SPD Smith,Delhi Capitals,75,53,3,141.51
SPD Smith,Delhi Daredevils,99,62,4,159.68
SPD Smith,Gujarat Lions,153,89,4,171.91
SPD Smith,Kings XI Punjab,283,206,12,137.38
SPD Smith,Kolkata Knight Riders,267,226,12,118.14
SPD Smith,Mumbai Indians,469,365,15,128.49
SPD Smith,Punjab Kings,33,34,2,97.06
SPD Smith,Rajasthan Royals,54,52,2,103.85
SPD Smith,Royal Challengers Bengaluru,342,269,14,127.14
SPD Smith,Sunrisers Hyderabad,307,266,11,115.41
SR Dubey,Delhi Capitals,4,2,1,200.0
SR Tendulkar,Chennai Super Kings,368,308,12,119.48
SR Tendulkar,Deccan Chargers,227,195,8,116.41
SR Tendulkar,Delhi Daredevils,294,247,10,119.03
SR Tendulkar,Kings XI Punjab,270,235,10,114.89
SR Tendulkar,Kochi Tuskers Kerala,100,66,1,151.52
SR Tendulkar,Kolkata Knight Riders,326,241,10,135.27
SR Tendulkar,Pune Warriors,152,140,5,108.57
SR Tendulkar,Rajasthan Royals,273,230,8,118.7
SR Tendulkar,Royal Challengers Bengaluru,269,236,12,113.98
SR Tendulkar,Sunrisers Hyderabad,52,43,2,120.93
SR Watson,Chennai Super Kings,480,312,12,153.85
SR Watson,Deccan Chargers,80,57,4,140.35
SR Watson,Delhi Capitals,144,111,5,129.73
SR Watson,Delhi Daredevils,383,266,13,143.98
SR Watson,Gujarat Lions,7,13,3,53.85
SR Watson,Kings XI Punjab,448,322,17,139.13
SR Watson,Kochi Tuskers Kerala,69,53,2,130.19
SR Watson,Kolkata Knight Riders,503,356,17,141.29
SR Watson,Mumbai Indians,466,392,22,118.88
SR Watson,Pune Warriors,164,100,4,164.0
SR Watson,Rajasthan Royals,199,128,6,155.47
SR Watson,Rising Pune Supergiants,51,32,3,159.38
SR Watson,Royal Challengers Bengaluru,304,267,15,113.86
SR Watson,Sunrisers Hyderabad,566,392,18,144.39
SS Cottrell,Sunrisers Hyderabad,0,2,1,0.0
SS Iyer,Chennai Super Kings,421,348,16,120.98
SS Iyer,Delhi Capitals,329,209,7,157.42
SS Iyer,Gujarat Lions,110,65,2,169.23
SS Iyer,Gujarat Titans,146,89,4,164.04
SS Iyer,Kings XI Punjab,297,243,11,122.22
SS Iyer,Kolkata Knight Riders,484,322,16,150.31
SS Iyer,Lucknow Super Giants,320,203,8,157.64
SS Iyer,Mumbai Indians,570,426,22,133.8
SS Iyer,Punjab Kings,54,25,2,216.0
SS Iyer,Rajasthan Royals,431,329,14,131.0
SS Iyer,Rising Pune Supergiants,11,14,2,78.57
SS Iyer,Royal Challengers Bengaluru,409,343,19,119.24
SS Iyer,Sunrisers Hyderabad,641,469,21,136.67
SS Mishra,Sunrisers Hyderabad,1,3,1,33.33
SS Prabhudessai,Chennai Super Kings,53,29,2,182.76
SS Prabhudessai,Delhi Capitals,6,5,1,120.0
SS Prabhudessai,Kolkata Knight Riders,34,27,2,125.93
SS Prabhudessai,Lucknow Super Giants,16,15,2,106.67
SS Prabhudessai,Rajasthan Royals,2,9,2,22.22
SS Prabhudessai,Sunrisers Hyderabad,15,20,1,75.0
SS Shaikh,Rajasthan Royals,6,7,1,85.71
SS Tiwary,Chennai Super Kings,193,177,10,109.04
SS Tiwary,Deccan Chargers,88,80,5,110.0
SS Tiwary,Delhi Capitals,15,18,1,83.33
SS Tiwary,Delhi Daredevils,146,112,6,130.36
SS Tiwary,Gujarat Lions,1,2,1,50.0
SS Tiwary,Kings XI Punjab,104,89,10,116.85
SS Tiwary,Kochi Tuskers Kerala,26,24,1,108.33
SS Tiwary,Kolkata Knight Riders,234,198,12,118.18
SS Tiwary,Mumbai Indians,135,111,6,121.62
SS Tiwary,Pune Warriors,139,107,5,129.91
SS Tiwary,Punjab Kings,45,37,1,121.62
SS Tiwary,Rajasthan Royals,180,134,7,134.33
SS Tiwary,Royal Challengers Bengaluru,147,108,5,136.11
SS Tiwary,Sunrisers Hyderabad,36,38,3,94.74
ST Jayasuriya,Chennai Super Kings,189,95,4,198.95
ST Jayasuriya,Deccan Chargers,60,51,4,117.65
ST Jayasuriya,Delhi Daredevils,107,69,4,155.07
ST Jayasuriya,Kings XI Punjab,25,27,4,92.59
ST Jayasuriya,Kolkata Knight Riders,118,66,4,178.79
ST Jayasuriya,Rajasthan Royals,95,93,5,102.15
ST Jayasuriya,Royal Challengers Bengaluru,166,128,5,129.69
STR Binny,Chennai Super Kings,173,123,8,140.65
STR Binny,Deccan Chargers,7,8,1,87.5
STR Binny,Delhi Capitals,19,14,2,135.71
STR Binny,Delhi Daredevils,73,53,5,137.74
STR Binny,Gujarat Lions,21,15,1,140.0
STR Binny,Kings XI Punjab,136,105,10,129.52
STR Binny,Kolkata Knight Riders,72,62,10,116.13
STR Binny,Mumbai Indians,122,92,9,132.61
STR Binny,Pune Warriors,39,22,3,177.27
STR Binny,Rising Pune Supergiants,19,15,2,126.67
STR Binny,Royal Challengers Bengaluru,80,64,6,125.0
STR Binny,Sunrisers Hyderabad,118,109,9,108.26
SU Parakh,Kolkata Knight Riders,24,17,1,141.18
SU Parakh,Punjab Kings,13,6,1,216.67
SU Parakh,Rajasthan Royals,9,8,1,112.5
SU Parakh,Royal Challengers Bengaluru,0,2,1,0.0
SV Samson,Chennai Super Kings,288,246,17,117.07
SV Samson,Delhi Capitals,494,302,13,163.58
SV Samson,Delhi Daredevils,125,92,5,135.87
SV Samson,Gujarat Lions,91,56,4,162.5
SV Samson,Gujarat Titans,282,182,9,154.95
SV Samson,Kings XI Punjab,512,380,16,134.74
SV Samson,Kolkata Knight Riders,589,461,22,127.77
SV Samson,Lucknow Super Giants,248,158,7,156.96
SV Samson,Mumbai Indians,708,486,25,145.68
SV Samson,Pune Warriors,10,6,1,166.67
SV Samson,Punjab Kings,290,185,10,156.76
SV Samson,Rajasthan Royals,6,7,1,85.71
SV Samson,Rising Pune Supergiants,134,97,4,138.14
SV Samson,Royal Challengers Bengaluru,493,359,25,137.33
SV Samson,Sunrisers Hyderabad,899,636,26,141.35
SW Billings,Chennai Super Kings,25,22,1,113.64
SW Billings,Delhi Capitals,15,9,1,166.67
SW Billings,Delhi Daredevils,1,5,1,20.0
SW Billings,Gujarat Titans,4,4,1,100.0
SW Billings,Kings XI Punjab,70,59,5,118.64
SW Billings,Kolkata Knight Riders,131,73,3,179.45
SW Billings,Lucknow Super Giants,30,23,1,130.43
SW Billings,Mumbai Indians,20,17,2,117.65
SW Billings,Punjab Kings,24,23,1,104.35
SW Billings,Rajasthan Royals,30,29,2,103.45
SW Billings,Rising Pune Supergiants,48,32,2,150.0
SW Billings,Royal Challengers Bengaluru,52,47,4,110.64
SW Billings,Sunrisers Hyderabad,47,42,3,111.9
SW Tait,Chennai Super Kings,1,1,1,100.0
SW Tait,Delhi Daredevils,11,12,1,91.67
SW Tait,Kochi Tuskers Kerala,10,9,1,111.11
SW Tait,Kolkata Knight Riders,0,1,1,0.0
SW Tait,Royal Challengers Bengaluru,1,3,1,33.33
SZ Mulani,Gujarat Titans,1,1,1,100.0
Sachin Baby,Delhi Daredevils,12,8,1,150.0
Sachin Baby,Gujarat Lions,0,3,1,0.0
Sachin Baby,Kings XI Punjab,33,29,1,113.79
Sachin Baby,Kolkata Knight Riders,21,22,2,95.45
Sachin Baby,Mumbai Indians,25,13,1,192.31
Sachin Baby,Rising Pune Supergiants,2,4,1,50.0
Sachin Baby,Sunrisers Hyderabad,49,36,4,136.11
Sakib Hussain,Rajasthan Royals,5,7,1,71.43
Salil Arora,Rajasthan Royals,35,21,1,166.67
Salman Butt,Chennai Super Kings,72,53,1,135.85
Salman Butt,Deccan Chargers,4,4,1,100.0
Salman Butt,Delhi Daredevils,48,44,1,109.09
Salman Butt,Kings XI Punjab,24,19,1,126.32
Salman Butt,Mumbai Indians,13,13,1,100.0
Salman Butt,Rajasthan Royals,31,27,2,114.81
Sameer Rizvi,Chennai Super Kings,66,48,3,137.5
Sameer Rizvi,Delhi Capitals,0,1,1,0.0
Sameer Rizvi,Gujarat Titans,14,7,2,200.0
Sameer Rizvi,Kolkata Knight Riders,3,7,1,42.86
Sameer Rizvi,Lucknow Super Giants,75,56,3,133.93
Sameer Rizvi,Mumbai Indians,129,86,2,150.0
Sameer Rizvi,Punjab Kings,79,48,2,164.58
Sameer Rizvi,Rajasthan Royals,15,8,1,187.5
Sameer Rizvi,Royal Challengers Bengaluru,2,4,2,50.0
Sameer Rizvi,Sunrisers Hyderabad,41,28,1,146.43
Sandeep Sharma,Chennai Super Kings,2,6,2,33.33
Sandeep Sharma,Delhi Capitals,3,6,3,50.0
Sandeep Sharma,Delhi Daredevils,3,4,2,75.0
Sandeep Sharma,Gujarat Lions,1,1,1,100.0
Sandeep Sharma,Gujarat Titans,8,10,2,80.0
Sandeep Sharma,Kings XI Punjab,0,2,1,0.0
Sandeep Sharma,Kolkata Knight Riders,3,6,2,50.0
Sandeep Sharma,Mumbai Indians,5,6,4,83.33
